Order_ID,Order_Date,Customer_ID,Customer_Name,Industry,Country,Region,Product_Category,Product,Application,Sales_Channel,Quantity,Unit_Price,Discount_Pct,Revenue,Cost,Gross_Profit,Order_Status,Delivery_Days,Warranty_Status,Service_Request,Service_Type,Customer_Rating,Sales_Rep
KF-10105,2025-06-29,CUST-1166,Summit Energy Services,Data Center,Canada,North America,Fire Suppression,CO2 Suppression System,Server Room,Direct,28,9469.81,3,257200.04,157027.81,100172.23,Delivered,22.0,Active,No,Unknown,4.0,Sarah Wilson
KF-10106,2026-02-27,CUST-1214,Eastern Process Solutions,Data Center,UAE,Middle East,Fire Detection,Manual Call Point,Server Room,Direct,9,911.49,0,8203.41,6533.38,1670.03,Processing,0.0,Active,No,Unknown,0.0,Robert Taylor
KF-10107,2025-03-10,CUST-1159,NextGrid Energy,Commercial,UAE,Middle East,Fire Suppression,CO2 Suppression System,Commercial Building,System Integrator,12,28853.15,10,311614.02,230023.66,81590.36,Delivered,28.0,Active,No,Unknown,4.0,Priya Sharma
KF-10108,2025-01-02,CUST-1153,BlueWave Engineering,Marine,Australia,Asia Pacific,Temperature Controls,Temperature Controller,Engine Room,Distributor,26,7848.23,3,197932.36,115795.73,82136.63,On Hold,0.0,Active,No,Unknown,0.0,Robert Taylor
KF-10109,2026-05-08,CUST-1095,Global Power Systems,Oil & Gas,USA,North America,Fire Detection,Manual Call Point,Process Area,System Integrator,9,2771.67,5,23697.78,14456.97,9240.81,On Hold,0.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10110,2024-06-20,CUST-1241,BlueWave Engineering,Data Center,Netherlands,Europe,Fire Suppression,Clean Agent System,Server Room,System Integrator,8,24769.74,5,188250.02,151126.4,37123.62,Delivered,25.0,Active,No,Unknown,5.0,Sarah Wilson
KF-10111,2025-06-17,CUST-1095,Oceanic Marine Ltd,Oil & Gas,Singapore,Asia Pacific,Fire Suppression,Water Mist System,Process Area,System Integrator,8,32423.56,7,241231.29,196922.1,44309.19,Delivered,17.0,Active,Yes,Commissioning,5.0,Ananya Rao
KF-10112,2024-10-07,CUST-1144,Eastern Process Solutions,Data Center,Germany,Europe,Fire Suppression,Clean Agent System,Server Room,Direct,24,13031.08,0,312745.92,224714.66,88031.26,Processing,0.0,Active,No,Unknown,0.0,Priya Sharma
KF-10113,2026-07-25,CUST-1012,Apex Data Infrastructure,Healthcare,India,Asia Pacific,Fire Detection,Heat Detector,Critical Care Area,Distributor,10,4129.42,7,38403.61,24007.09,14396.52,Delivered,13.0,Active,Yes,Breakdown Support,5.0,Emily Davis
KF-10114,2024-01-20,CUST-1054,Eastern Process Solutions,Healthcare,India,Asia Pacific,Fire Suppression,CO2 Suppression System,Critical Care Area,System Integrator,19,30534.6,5,551149.53,379007.1,172142.43,Processing,0.0,Active,Yes,Replacement,0.0,James Anderson
KF-10115,2025-11-28,CUST-1147,Oceanic Marine Ltd,Commercial,Canada,North America,Fire Suppression,Clean Agent System,Commercial Building,Direct,20,33667.96,10,606023.28,366639.82,239383.46,Delivered,8.0,Active,No,Unknown,4.0,Robert Taylor
KF-10116,2024-07-01,CUST-1113,BlueWave Engineering,Oil & Gas,Canada,North America,Fire Suppression,Water Mist System,Process Area,OEM Partner,26,18968.26,5,468516.02,288319.42,180196.6,Processing,0.0,Active,No,Unknown,0.0,Emily Davis
KF-10117,2026-04-16,CUST-1118,Vertex Industrial,Healthcare,India,Asia Pacific,Fire Suppression,Water Mist System,Critical Care Area,Direct,15,32575.89,10,439774.52,355370.82,84403.7,Delivered,14.0,Active,Yes,Preventive Maintenance,4.0,David Miller
KF-10118,2025-08-04,CUST-1024,BlueWave Engineering,Oil & Gas,USA,North America,Fire Detection,Heat Detector,Process Area,OEM Partner,26,5421.86,5,133919.94,93196.56,40723.38,In Transit,43.0,Not Applicable,No,Unknown,0.0,Emily Davis
KF-10119,2024-08-07,CUST-1223,Summit Energy Services,Data Center,Canada,North America,Fire Suppression,Water Mist System,Server Room,Direct,20,31787.85,0,635757.0,411795.64,223961.36,Delivered,32.0,Expired,No,Unknown,4.0,James Anderson
KF-10120,2025-11-02,CUST-1149,Summit Energy Services,Marine,USA,North America,Fire Suppression,Water Mist System,Engine Room,Distributor,20,22319.74,5,424075.06,337546.79,86528.27,In Transit,24.0,Active,No,Unknown,0.0,Priya Sharma
KF-10121,2025-01-18,CUST-1196,Summit Energy Services,Commercial,Singapore,Asia Pacific,Temperature Controls,Thermal Sensor,Commercial Building,Direct,18,2554.39,5,43680.07,35524.18,8155.89,On Hold,0.0,Active,Yes,Replacement,0.0,Robert Taylor
KF-10122,2024-07-16,CUST-1066,Summit Energy Services,Commercial,India,Asia Pacific,Fire Suppression,Clean Agent System,Commercial Building,Distributor,2,30672.86,7,57051.52,34208.89,22842.63,Processing,0.0,Active,Yes,Preventive Maintenance,0.0,Ananya Rao
KF-10123,2024-10-03,CUST-1213,Vertex Industrial,Healthcare,UK,Europe,Temperature Controls,Temperature Controller,Critical Care Area,OEM Partner,6,1439.03,5,8202.47,5426.32,2776.15,Delivered,8.0,Expired,No,Unknown,3.0,Priya Sharma
KF-10124,2024-08-14,CUST-1051,Eastern Process Solutions,BESS,usa,North America,Fire Suppression,FM-200 Suppression System,Battery Energy Storage Room,OEM Partner,26,34663.3,12,793096.3,562534.03,230562.27,Delivered,27.0,Expired,No,Unknown,0.0,Sarah Wilson
KF-10125,2024-09-24,CUST-1040,Vertex Industrial,Commercial,Canada,North America,Temperature Controls,High Temperature Switch,Commercial Building,Direct,8,6987.92,3,54226.26,40507.87,13718.39,Delivered,20.0,Not Applicable,No,Unknown,4.0,Priya Sharma
KF-10126,2025-06-07,CUST-1109,MedCore Facilities,BESS,Canada,North America,Fire Suppression,Water Mist System,Battery Energy Storage Room,Direct,16,31812.85,0,509005.6,403020.42,105985.18,Processing,0.0,Active,No,Unknown,0.0,James Anderson
KF-10127,2025-01-16,CUST-1178,Vertex Industrial,Power Generation,Singapore,Asia Pacific,Fire Detection,Smoke Detector,Turbine Hall,System Integrator,27,511.8,7,12851.3,10199.59,2651.71,Delivered,39.0,Active,No,Unknown,5.0,Priya Sharma
KF-10128,2026-01-29,CUST-1082,Summit Energy Services,Commercial,France,Europe,Gas Ignition Controls,Gas Ignition Controller,Commercial Building,System Integrator,24,1758.05,3,40927.4,30731.7,10195.7,Delivered,37.0,Active,Yes,Preventive Maintenance,5.0,Michael Brown
KF-10129,2024-09-04,CUST-1247,MedCore Facilities,BESS,Netherlands,Europe,Fire Suppression,Clean Agent System,Battery Energy Storage Room,OEM Partner,11,14048.47,0,154533.17,101308.96,53224.21,Delivered,43.0,Active,No,Unknown,5.0,Robert Taylor
KF-10130,2026-05-16,CUST-1151,Global Power Systems,Manufacturing,Germany,Europe,Fire Suppression,FM-200 Suppression System,Production Floor,OEM Partner,21,37754.16,12,697696.88,532939.63,164757.25,Delivered,19.0,Active,No,Unknown,5.0,Emily Davis
KF-10131,2024-06-02,CUST-1110,Oceanic Marine Ltd,Marine,Netherlands,Europe,Fire Suppression,FM-200 Suppression System,Engine Room,System Integrator,19,11204.81,0,212891.39,161281.62,51609.77,On Hold,0.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10132,2025-03-12,CUST-1089,Prime Commercial Group,Oil & Gas,Japan,Asia Pacific,Fire Detection,Heat Detector,Process Area,System Integrator,9,3239.84,5,27700.63,17518.61,10182.02,Delivered,44.0,Active,Yes,Preventive Maintenance,4.0,Michael Brown
KF-10133,2025-04-21,CUST-1011,Global Power Systems,BESS,Canada,North America,Fire Suppression,CO2 Suppression System,Battery Energy Storage Room,Direct,28,22291.93,3,605448.82,362635.14,242813.68,Processing,0.0,Active,No,Unknown,0.0,Robert Taylor
KF-10134,2024-10-27,CUST-1047,BlueWave Engineering,BESS,Japan,Asia Pacific,Temperature Controls,Temperature Controller,Battery Energy Storage Room,System Integrator,1,4668.47,12,4108.25,2946.54,1161.71,In Transit,44.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10135,2026-07-29,CUST-1091,MedCore Facilities,Oil & Gas,Canada,North America,Fire Suppression,CO2 Suppression System,Process Area,Direct,20,25829.76,0,516595.2,347298.03,169297.17,On Hold,0.0,Active,No,Unknown,0.0,Michael Brown
KF-10136,2024-04-02,CUST-1056,Apex Data Infrastructure,Power Generation,Canada,North America,Fire Detection,Addressable Fire Alarm Panel,Turbine Hall,Direct,17,4791.91,5,77389.35,62930.53,14458.82,Delivered,39.0,Active,No,Unknown,4.0,James Anderson
KF-10137,2026-04-01,CUST-1017,Eastern Process Solutions,Marine,Canada,North America,Fire Detection,Manual Call Point,Engine Room,Direct,20,5287.46,3,102576.72,69263.01,33313.71,On Hold,0.0,Active,Yes,Preventive Maintenance,0.0,David Miller
KF-10138,2024-01-19,CUST-1161,Summit Energy Services,Healthcare,UAE,Middle East,Gas Ignition Controls,Gas Ignition Controller,Critical Care Area,System Integrator,11,2894.3,3,30882.18,20801.29,10080.89,Delivered,12.0,Expired,No,Unknown,5.0,Priya Sharma
KF-10139,2025-11-03,CUST-1113,Apex Data Infrastructure,Manufacturing,Japan,Asia Pacific,Gas Ignition Controls,Flame Detector,Production Floor,OEM Partner,30,5212.71,7,145434.61,88348.19,57086.42,Delivered,22.0,Active,No,Unknown,4.0,Sarah Wilson
KF-10140,2025-12-13,CUST-1117,Global Power Systems,Commercial,UK,Europe,Gas Ignition Controls,Ignition Module,Commercial Building,Direct,9,11817.22,5,101037.23,61969.08,39068.15,In Transit,32.0,Active,No,Unknown,0.0,Emily Davis
KF-10141,2025-07-27,CUST-1021,Vertex Industrial,Data Center,Singapore,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Server Room,System Integrator,30,4249.03,5,121097.36,96688.05,24409.31,Delivered,35.0,Active,No,Unknown,2.0,Sarah Wilson
KF-10142,2024-02-10,CUST-1100,Apex Data Infrastructure,Oil & Gas,UK,Europe,Fire Detection,Addressable Fire Alarm Panel,Process Area,OEM Partner,26,5377.73,5,132829.93,95507.9,37322.03,Delivered,44.0,Not Applicable,Yes,Inspection,4.0,Robert Taylor
KF-10143,2025-03-02,CUST-1069,Eastern Process Solutions,Commercial,Netherlands,Europe,Fire Suppression,Water Mist System,Commercial Building,Distributor,24,29764.93,7,664353.24,486875.63,177477.61,Delivered,31.0,Active,No,Unknown,5.0,Ananya Rao
KF-10144,2026-02-10,CUST-1245,Summit Energy Services,BESS,Canada,North America,Fire Suppression,CO2 Suppression System,Battery Energy Storage Room,Direct,17,13284.95,5,214551.94,174079.76,40472.18,Delivered,31.0,Active,Yes,Inspection,3.0,Sarah Wilson
KF-10145,2025-05-14,CUST-1049,Global Power Systems,Manufacturing,Canada,North America,Fire Suppression,CO2 Suppression System,Production Floor,Direct,6,6629.63,5,37788.89,30634.41,7154.48,Delivered,36.0,Active,No,Unknown,3.0,Emily Davis
KF-10146,2025-05-13,CUST-1179,Apex Data Infrastructure,Power Generation,USA,North America,Fire Suppression,FM-200 Suppression System,Turbine Hall,System Integrator,13,5166.78,15,57092.92,40755.79,16337.13,Delivered,28.0,Not Applicable,Yes,Breakdown Support,4.0,Priya Sharma
KF-10147,2024-03-04,CUST-1140,Vertex Industrial,Marine,Germany,Europe,Fire Suppression,FM-200 Suppression System,Engine Room,Direct,5,23611.91,7,109795.38,87580.07,22215.31,In Transit,38.0,Expired,No,Unknown,0.0,Emily Davis
KF-10148,2026-05-13,CUST-1143,BlueWave Engineering,BESS,Japan,Asia Pacific,Fire Detection,Manual Call Point,Battery Energy Storage Room,System Integrator,9,819.64,15,6270.25,4364.21,1906.04,Delivered,40.0,Active,No,Unknown,5.0,Sarah Wilson
KF-10149,2026-04-19,CUST-1096,Eastern Process Solutions,BESS,India,Asia Pacific,Gas Ignition Controls,Flame Detector,Battery Energy Storage Room,System Integrator,19,4427.52,5,79916.74,65457.36,14459.38,Cancelled,0.0,Active,No,Unknown,0.0,Robert Taylor
KF-10150,2025-07-19,CUST-1184,BlueWave Engineering,Oil & Gas,UAE,Middle East,Fire Detection,Heat Detector,Process Area,Distributor,29,2633.64,7,71029.27,53516.98,17512.29,Delivered,25.0,Active,No,Unknown,4.0,Robert Taylor
KF-10151,2024-05-20,CUST-1127,Apex Data Infrastructure,Healthcare,Saudi Arabia,Middle East,Fire Suppression,Clean Agent System,Critical Care Area,OEM Partner,7,15654.79,7,101912.68,60797.75,41114.93,Processing,0.0,Expired,No,Unknown,0.0,David Miller
KF-10152,2025-11-15,CUST-1168,Apex Data Infrastructure,Oil & Gas,Japan,Asia Pacific,Fire Suppression,FM-200 Suppression System,Process Area,System Integrator,14,6924.26,0,96939.64,75029.0,21910.64,In Transit,23.0,Active,No,Unknown,0.0,Sarah Wilson
KF-10153,2025-09-23,CUST-1145,BlueWave Engineering,Power Generation,Japan,Asia Pacific,Fire Suppression,FM-200 Suppression System,Turbine Hall,Distributor,26,17128.3,5,423069.01,275081.0,147988.01,Delivered,31.0,Active,No,Unknown,5.0,James Anderson
KF-10154,2025-07-19,CUST-1053,Eastern Process Solutions,Data Center,USA,North America,Fire Suppression,Clean Agent System,Server Room,System Integrator,22,17394.24,5,363539.62,282522.52,81017.1,Delivered,36.0,Active,No,Unknown,3.0,Emily Davis
KF-10155,2025-07-14,CUST-1214,Vertex Industrial,Healthcare,Japan,Asia Pacific,Fire Detection,Heat Detector,Critical Care Area,Direct,18,1421.14,10,23022.47,14853.44,8169.03,Delivered,35.0,Active,No,Unknown,5.0,Robert Taylor
KF-10156,2025-11-04,CUST-1198,Eastern Process Solutions,BESS,Japan,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Battery Energy Storage Room,OEM Partner,25,6862.51,3,166415.87,119086.57,47329.3,Delivered,40.0,Not Applicable,No,Unknown,4.0,David Miller
KF-10157,2024-01-13,CUST-1094,BlueWave Engineering,Data Center,Canada,North America,Fire Detection,Addressable Fire Alarm Panel,Server Room,Direct,28,2036.47,3,55310.53,41545.46,13765.07,Delivered,28.0,Expired,No,Unknown,5.0,Priya Sharma
KF-10158,2024-08-14,CUST-1031,Global Power Systems,Commercial,Japan,Asia Pacific,Gas Ignition Controls,Gas Ignition Controller,Commercial Building,OEM Partner,22,10500.22,5,219454.6,138285.33,81169.27,Delivered,11.0,Expired,No,Unknown,5.0,Michael Brown
KF-10159,2024-09-30,CUST-1232,Vertex Industrial,Data Center,Australia,Asia Pacific,Temperature Controls,Thermal Sensor,Server Room,Distributor,4,1846.37,3,7163.92,5275.46,1888.46,Processing,0.0,Not Applicable,Yes,Commissioning,0.0,Michael Brown
KF-10160,2025-11-07,CUST-1142,Summit Energy Services,Data Center,Saudi Arabia,Middle East,Fire Detection,Addressable Fire Alarm Panel,Server Room,System Integrator,17,4315.27,10,66023.63,38526.53,27497.1,Cancelled,0.0,Expired,No,Unknown,0.0,Michael Brown
KF-10161,2024-04-28,CUST-1186,Vertex Industrial,BESS,Singapore,Asia Pacific,Fire Suppression,FM-200 Suppression System,Battery Energy Storage Room,Direct,24,30810.24,5,702473.47,535955.06,166518.41,Processing,0.0,Expired,No,Unknown,0.0,Sarah Wilson
KF-10162,2024-01-12,CUST-1160,Eastern Process Solutions,Oil & Gas,Singapore,Asia Pacific,Fire Suppression,Clean Agent System,Process Area,Direct,7,24849.61,3,168728.85,123854.8,44874.05,Delivered,40.0,Active,No,Unknown,5.0,Robert Taylor
KF-10163,2025-04-15,CUST-1133,Eastern Process Solutions,BESS,Japan,Asia Pacific,Fire Detection,Heat Detector,Battery Energy Storage Room,OEM Partner,8,426.97,5,3244.97,2464.19,780.78,In Transit,8.0,Not Applicable,No,Unknown,0.0,Priya Sharma
KF-10164,2024-12-04,CUST-1235,Apex Data Infrastructure,Data Center,France,Europe,Fire Suppression,FM-200 Suppression System,Server Room,Direct,17,20683.07,10,316450.97,207476.42,108974.55,Delivered,12.0,Active,No,Unknown,5.0,Robert Taylor
KF-10165,2024-09-04,CUST-1021,Prime Commercial Group,Manufacturing,Saudi Arabia,Middle East,Temperature Controls,High Temperature Switch,Production Floor,Distributor,9,4010.72,5,34291.66,21784.13,12507.53,Delivered,42.0,Active,No,Unknown,4.0,Emily Davis
KF-10166,2025-09-11,CUST-1011,Vertex Industrial,Oil & Gas,Saudi Arabia,Middle East,Fire Suppression,FM-200 Suppression System,Process Area,Direct,13,7540.75,5,93128.26,74078.12,19050.14,Processing,0.0,Not Applicable,No,Unknown,0.0,Ananya Rao
KF-10167,2025-01-24,CUST-1245,Global Power Systems,Power Generation,Japan,Asia Pacific,Gas Ignition Controls,Ignition Module,Turbine Hall,Distributor,30,7916.58,3,230372.48,134336.44,96036.04,Delivered,33.0,Not Applicable,No,Unknown,5.0,Robert Taylor
KF-10168,2024-04-02,CUST-1156,Summit Energy Services,BESS,Germany,Europe,Fire Suppression,Water Mist System,Battery Energy Storage Room,System Integrator,15,31063.76,15,396062.94,302298.59,93764.35,Delivered,13.0,Expired,No,Unknown,4.0,David Miller
KF-10169,2024-09-21,CUST-1071,Apex Data Infrastructure,Manufacturing,Canada,North America,Fire Detection,Smoke Detector,Production Floor,System Integrator,8,1217.13,7,9055.45,5509.7,3545.75,Delivered,31.0,Not Applicable,No,Unknown,4.0,Priya Sharma
KF-10170,2024-03-22,CUST-1116,MedCore Facilities,Manufacturing,Canada,North America,Gas Ignition Controls,Gas Ignition Controller,Production Floor,Distributor,27,6393.83,5,164001.74,117707.64,46294.1,In Transit,5.0,Active,No,Unknown,0.0,David Miller
KF-10171,2025-10-22,CUST-1149,NextGrid Energy,Data Center,USA,North America,Fire Detection,Addressable Fire Alarm Panel,Server Room,System Integrator,22,2671.8,7,54665.03,39096.32,15568.71,Delivered,30.0,Expired,Yes,Breakdown Support,5.0,Sarah Wilson
KF-10172,2026-06-08,CUST-1024,Eastern Process Solutions,Healthcare,Saudi Arabia,Middle East,Fire Detection,Addressable Fire Alarm Panel,Critical Care Area,System Integrator,9,1490.36,7,12474.31,8325.92,4148.39,On Hold,0.0,Active,No,Unknown,0.0,James Anderson
KF-10173,2026-05-12,CUST-1101,BlueWave Engineering,BESS,India,Asia Pacific,Temperature Controls,Thermal Sensor,Battery Energy Storage Room,Distributor,3,2898.1,5,8259.58,6636.1,1623.48,Delivered,45.0,Active,No,Unknown,4.0,Ananya Rao
KF-10174,2026-06-27,CUST-1206,BlueWave Engineering,Marine,Canada,North America,Fire Detection,Manual Call Point,Engine Room,Distributor,19,640.01,7,11308.98,7688.14,3620.84,Delivered,34.0,Active,No,Unknown,5.0,Ananya Rao
KF-10175,2024-07-20,CUST-1010,Vertex Industrial,Healthcare,Saudi Arabia,Middle East,Fire Suppression,Water Mist System,Critical Care Area,Direct,22,31835.1,0,700372.2,497740.0,202632.2,Delivered,38.0,Expired,No,Unknown,5.0,Michael Brown
KF-10176,2024-04-13,CUST-1167,BlueWave Engineering,Commercial,Japan,Asia Pacific,Fire Suppression,CO2 Suppression System,Commercial Building,Direct,5,10230.82,12,45015.61,35049.22,9966.39,Delivered,43.0,Active,No,Unknown,5.0,Sarah Wilson
KF-10177,2024-07-01,CUST-1083,NextGrid Energy,Oil & Gas,India,Asia Pacific,Fire Detection,Smoke Detector,Process Area,System Integrator,20,1700.04,10,30600.72,21876.38,8724.34,Delivered,21.0,Active,Yes,Commissioning,4.0,Ananya Rao
KF-10178,2024-07-11,CUST-1080,Summit Energy Services,Manufacturing,India,Asia Pacific,Gas Ignition Controls,Gas Ignition Controller,Production Floor,Direct,4,6423.86,15,21841.12,12938.69,8902.43,Delivered,20.0,Not Applicable,Yes,Inspection,5.0,Priya Sharma
KF-10179,2025-08-17,CUST-1012,Prime Commercial Group,Oil & Gas,Japan,Asia Pacific,Fire Detection,Manual Call Point,Process Area,System Integrator,19,4556.53,12,76185.18,59741.62,16443.56,In Transit,20.0,Active,No,Unknown,0.0,James Anderson
KF-10180,2025-03-25,CUST-1079,Global Power Systems,Data Center,UK,Europe,Gas Ignition Controls,Gas Ignition Controller,Server Room,Distributor,28,1259.23,7,32790.35,21634.73,11155.62,Delivered,43.0,Not Applicable,No,Unknown,5.0,Robert Taylor
KF-10181,2025-06-01,CUST-1169,Apex Data Infrastructure,Commercial,Germany,Europe,Fire Suppression,Water Mist System,Commercial Building,System Integrator,24,23692.07,5,540179.2,336557.31,203621.89,Delivered,32.0,Active,No,Unknown,5.0,Michael Brown
KF-10182,2025-10-30,CUST-1148,Oceanic Marine Ltd,Data Center,France,Europe,Fire Suppression,FM-200 Suppression System,Server Room,oem partner,3,12144.31,7,33882.62,20277.9,13604.72,On Hold,0.0,Active,No,Unknown,0.0,David Miller
KF-10183,2025-05-22,CUST-1059,Vertex Industrial,Marine,Singapore,Asia Pacific,Fire Suppression,FM-200 Suppression System,Engine Room,System Integrator,6,6637.08,5,37831.36,24403.61,13427.75,Delivered,8.0,Not Applicable,Yes,Breakdown Support,4.0,Ananya Rao
KF-10184,2026-06-15,CUST-1176,Vertex Industrial,Oil & Gas,Canada,North America,Fire Suppression,FM-200 Suppression System,Process Area,Direct,25,14091.23,3,341712.33,235118.93,106593.4,Delivered,13.0,Expired,No,Unknown,5.0,Sarah Wilson
KF-10185,2026-05-09,CUST-1168,MedCore Facilities,Marine,Canada,North America,Fire Detection,Manual Call Point,Engine Room,Direct,21,5940.83,5,118519.56,97079.72,21439.84,In Transit,45.0,Active,No,Unknown,0.0,James Anderson
KF-10186,2026-04-09,CUST-1247,Summit Energy Services,Data Center,Saudi Arabia,Middle East,Gas Ignition Controls,Ignition Module,Server Room,Distributor,25,7036.29,5,167111.89,113961.15,53150.74,In Transit,15.0,Active,No,Unknown,0.0,Emily Davis
KF-10187,2025-05-04,CUST-1097,Vertex Industrial,Healthcare,Netherlands,Europe,Gas Ignition Controls,Gas Ignition Controller,Critical Care Area,Direct,14,2401.04,7,31261.54,18645.32,12616.22,Delivered,10.0,Expired,No,Unknown,5.0,Michael Brown
KF-10188,2024-04-01,CUST-1214,MedCore Facilities,Power Generation,USA,North America,Fire Suppression,Clean Agent System,Turbine Hall,Direct,11,14081.2,7,144050.68,115918.64,28132.04,Delivered,26.0,Expired,No,Unknown,3.0,David Miller
KF-10189,2025-10-06,CUST-1195,NextGrid Energy,Manufacturing,Netherlands,Europe,Fire Detection,Addressable Fire Alarm Panel,Production Floor,System Integrator,3,5133.15,3,14937.47,9238.99,5698.48,Processing,0.0,Not Applicable,No,Unknown,0.0,David Miller
KF-10190,2026-01-18,CUST-1177,Summit Energy Services,Marine,India,Asia Pacific,Fire Detection,Manual Call Point,Engine Room,Distributor,24,5526.96,0,132647.04,104715.9,27931.14,Delivered,36.0,Expired,No,Unknown,4.0,Robert Taylor
KF-10191,2024-03-16,CUST-1214,BlueWave Engineering,Oil & Gas,USA,North America,Fire Detection,Addressable Fire Alarm Panel,Process Area,Direct,19,2479.14,10,42393.29,33586.1,8807.19,Cancelled,0.0,Expired,No,Unknown,0.0,Robert Taylor
KF-10192,2025-08-28,CUST-1243,Summit Energy Services,Healthcare,India,Asia Pacific,Temperature Controls,Temperature Controller,Critical Care Area,Distributor,23,4483.06,7,95892.65,73785.92,22106.73,Delivered,37.0,Active,No,Unknown,5.0,Robert Taylor
KF-10193,2024-12-28,CUST-1175,Summit Energy Services,BESS,Canada,North America,Fire Detection,Smoke Detector,Battery Energy Storage Room,Direct,11,2462.75,10,24381.22,17487.65,6893.57,Delivered,37.0,Active,No,Unknown,5.0,James Anderson
KF-10194,2025-10-01,CUST-1049,Oceanic Marine Ltd,Power Generation,France,Europe,Fire Suppression,Clean Agent System,Turbine Hall,System Integrator,29,5507.28,0,159711.12,105557.8,54153.32,On Hold,0.0,Active,Yes,Breakdown Support,0.0,Sarah Wilson
KF-10195,2024-05-23,CUST-1086,BlueWave Engineering,Data Center,UK,Europe,Temperature Controls,Thermal Sensor,Server Room,System Integrator,11,9256.08,3,98762.37,74221.29,24541.08,Delivered,32.0,Expired,No,Unknown,4.0,Priya Sharma
KF-10196,2025-10-19,CUST-1239,BlueWave Engineering,Marine,UK,Europe,Fire Suppression,Clean Agent System,Engine Room,OEM Partner,19,22937.66,5,414024.76,304501.06,109523.7,Cancelled,0.0,Active,Yes,Commissioning,0.0,Priya Sharma
KF-10197,2026-04-30,CUST-1116,Summit Energy Services,Power Generation,Japan,Asia Pacific,Fire Suppression,Clean Agent System,Turbine Hall,System Integrator,2,33978.92,7,63200.79,41527.91,21672.88,Delivered,18.0,Active,Yes,Commissioning,4.0,David Miller
KF-10198,2024-07-19,CUST-1224,Summit Energy Services,Healthcare,Saudi Arabia,Middle East,Fire Detection,Smoke Detector,Critical Care Area,OEM Partner,17,851.85,0,14481.45,10418.59,4062.86,In Transit,41.0,Active,No,Unknown,0.0,Michael Brown
KF-10199,2026-06-17,CUST-1170,Summit Energy Services,Marine,USA,North America,Fire Suppression,Clean Agent System,Engine Room,Direct,7,30792.67,3,209082.23,134225.66,74856.57,Delivered,30.0,Not Applicable,No,Unknown,4.0,James Anderson
KF-10200,2025-12-30,CUST-1062,Apex Data Infrastructure,Data Center,Japan,Asia Pacific,Fire Detection,Heat Detector,Server Room,OEM Partner,8,1301.63,10,9371.74,6690.51,2681.23,In Transit,16.0,Active,No,Unknown,0.0,Emily Davis
KF-10201,2026-06-21,CUST-1119,Vertex Industrial,Oil & Gas,Australia,Asia Pacific,Fire Suppression,CO2 Suppression System,Process Area,OEM Partner,29,20335.89,5,560253.77,412979.96,147273.81,Delivered,43.0,Expired,No,Unknown,4.0,Priya Sharma
KF-10202,2026-04-07,CUST-1157,MedCore Facilities,Healthcare,Japan,Asia Pacific,Fire Suppression,Water Mist System,Critical Care Area,OEM Partner,1,11762.65,12,10351.13,8051.51,2299.62,Delivered,10.0,Active,No,Unknown,4.0,James Anderson
KF-10203,2025-04-02,CUST-1035,NextGrid Energy,Oil & Gas,Singapore,Asia Pacific,Temperature Controls,High Temperature Switch,Process Area,System Integrator,29,3372.0,10,88009.2,68083.88,19925.32,Delivered,31.0,Active,Yes,Replacement,4.0,David Miller
KF-10204,2025-11-25,CUST-1208,Prime Commercial Group,BESS,Singapore,Asia Pacific,Fire Suppression,CO2 Suppression System,Battery Energy Storage Room,Direct,16,22507.36,7,334909.52,219080.87,115828.65,Processing,0.0,Active,No,Unknown,0.0,James Anderson
KF-10205,2026-07-08,CUST-1051,Prime Commercial Group,Manufacturing,India,Asia Pacific,Fire Detection,Addressable Fire Alarm Panel,Production Floor,OEM Partner,19,2971.98,3,54773.59,39614.69,15158.9,Delivered,38.0,Active,No,Unknown,3.0,Sarah Wilson
KF-10206,2024-03-15,CUST-1182,Summit Energy Services,Data Center,India,Asia Pacific,Fire Suppression,FM-200 Suppression System,Server Room,Distributor,14,25524.99,10,321614.87,195032.14,126582.73,Delivered,9.0,Active,No,Unknown,5.0,David Miller
KF-10207,2025-03-09,CUST-1012,Eastern Process Solutions,Healthcare,Australia,Asia Pacific,Fire Suppression,CO2 Suppression System,Critical Care Area,Distributor,12,15138.64,12,159864.04,95046.39,64817.65,Processing,0.0,Active,No,Unknown,0.0,Priya Sharma
KF-10208,2026-05-25,CUST-1128,NextGrid Energy,Oil & Gas,UAE,Middle East,Fire Suppression,FM-200 Suppression System,Process Area,OEM Partner,13,22526.41,12,257702.13,185536.72,72165.41,Delivered,26.0,Expired,Yes,Breakdown Support,2.0,Robert Taylor
KF-10209,2026-07-19,CUST-1008,Prime Commercial Group,Commercial,Saudi Arabia,Middle East,Fire Suppression,Water Mist System,Commercial Building,Distributor,27,28660.63,5,735145.16,567997.91,167147.25,Delivered,41.0,Not Applicable,No,Unknown,5.0,Emily Davis
